"","LANG","ITEM","spec.know","spec.unkn","irr.nonsp","question","condit","indir.neg","dir.neg","compar","free.ch","neg.frag","Haspelmath","type"
"3345","fl6587","fl6587-4",1,0,1,1,0,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"3515","fl6588","fl6588-1",0,1,1,1,1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"2545","fl6588","fl6588-2",1,0,1,1,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"5295","fl6588","fl6588-3",0,0,0,0,1,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"2885","fl6588","fl6588-4",1,1,1,1,1,0,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"3397","fl6588","fl6588-5",0,1,0,0,1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"9037","fl6588","fl6588-6",0,1,1,0,0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"632010","fl6589","fl6589-1",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Not Haspel-ok"
"2426","fl6589","fl6589-2",1,0,0,0,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"9626","fl6589","fl6589-3",1,0,0,0,0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"21761","fl6589","fl6589-4",0,0,0,1,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"69551","fl6589","fl6589-5",0,1,1,0,1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"61551","fl6589","fl6589-6",0,1,1,0,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"6219","fl6590","fl6590-1",1,0,1,1,1,1,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"185510","fl6590","fl6590-2",0,0,0,1,1,1,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"68717","fl6590","fl6590-3",0,1,1,1,0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"4983","fl6590","fl6590-4",1,0,0,0,1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"66561","fl6590","fl6590-5",0,0,0,1,1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"571810","fl6590","fl6590-6",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Not Haspel-ok"
"497510","fl6590","fl6590-7",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"72841","fl6591","fl6591-1",1,1,1,0,1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"58911","fl6591","fl6591-2",0,0,1,1,0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"61301","fl6591","fl6591-3",1,0,1,0,0,0,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"51610","fl6591","fl6591-4",1,1,0,0,0,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"173610","fl6591","fl6591-5",0,0,1,1,0,1,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"61881","fl6591","fl6591-6",1,0,0,1,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"7055","fl6591","fl6591-7",0,0,0,0,0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"2505","fl6592","fl6592-1",1,0,0,1,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"5928","fl6592","fl6592-2",0,1,0,1,1,1,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"83011","fl6593","fl6593-1",1,0,1,1,1,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"5264","fl6593","fl6593-2",1,0,1,1,0,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"2249","fl6593","fl6593-3",1,1,1,1,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"8475","fl6593","fl6593-4",0,1,1,1,0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"189610","fl6593","fl6593-5",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"9304","fl6593","fl6593-6",1,0,0,0,0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"765610","fl6594","fl6594-1",0,0,1,1,1,1,1,1,0,1,"Haspel-ok","Not Haspel-ok"
"51941","fl6595","fl6595-1",0,1,1,0,0,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"4876","fl6595","fl6595-2",0,1,1,0,0,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"22410","fl6596","fl6596-1",1,1,1,1,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"73051","fl6597","fl6597-1",1,0,0,1,1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"87113","fl6598","fl6598-1",0,1,1,0,0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"9495","fl6598","fl6598-2",0,0,1,0,1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"81361","fl6598","fl6598-3",0,0,1,1,0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"169910","fl6598","fl6598-4",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"10064","fl6598","fl6598-5",1,0,1,1,0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"7544","fl6598","fl6598-6",1,0,0,0,1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"51951","fl6599","fl6599-1",0,1,1,0,0,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"5637","fl6599","fl6599-2",0,1,0,0,1,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"5536","fl6599","fl6599-3",0,0,0,1,0,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"3783","fl6599","fl6599-4",1,0,0,1,1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"9417","fl6599","fl6599-5",0,0,1,1,0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"21851","fl6600","fl6600-1",1,0,0,1,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"5557","fl6600","fl6600-2",0,1,0,1,0,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"9305","fl6600","fl6600-3",1,0,0,0,0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"67201","fl6600","fl6600-4",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"30912","fl6600","fl6600-5",0,0,1,0,1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"2918","fl6601","fl6601-1",0,0,1,1,1,0,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"5228","fl6602","fl6602-1",1,1,0,0,1,1,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"9819","fl6602","fl6602-2",1,0,0,0,0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"7829","fl6602","fl6602-3",1,0,1,1,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"1583","fl6602","fl6602-4",1,0,1,1,1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"7064","fl6602","fl6602-5",1,0,0,0,0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"69181","fl6602","fl6602-6",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"73791","fl6603","fl6603-1",0,0,0,0,0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"64641","fl6603","fl6603-2",1,0,1,0,0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"8659","fl6603","fl6603-3",0,0,0,0,0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"2448","fl6604","fl6604-1",1,1,0,0,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"413610","fl6605","fl6605-1",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"2516","fl6605","fl6605-2",0,1,0,1,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"95110","fl6605","fl6605-3",0,1,1,0,1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"3865","fl6606","fl6606-1",1,0,0,0,0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"5284","fl6606","fl6606-2",1,1,1,1,0,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"4311010","fl6606","fl6606-3",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"571910","fl6606","fl6606-4",0,1,0,1,1,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"6604","fl6606","fl6606-5",1,1,0,0,1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"8409","fl6606","fl6606-6",1,1,1,0,0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"7719","fl6607","fl6607-1",0,1,0,0,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"5791110","fl6607","fl6607-2",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Not Haspel-ok"
"30913","fl6608","fl6608-1",0,0,1,0,1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"7964","fl6608","fl6608-2",1,1,0,1,1,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"82211","fl6608","fl6608-3",1,0,1,0,1,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"61781","fl6608","fl6608-4",0,0,0,1,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"41025","fl6608","fl6608-5",1,0,0,1,1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"58851","fl6608","fl6608-6",1,1,0,1,0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"6084","fl6609","fl6609-1",1,1,1,1,1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"61341","fl6609","fl6609-2",0,0,1,0,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"1377","fl6609","fl6609-3",0,0,0,1,0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"81071","fl6609","fl6609-4",1,0,0,1,0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"9108","fl6609","fl6609-5",0,0,0,1,0,0,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"7503","fl6609","fl6609-6",1,0,1,1,0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"2085","fl6610","fl6610-1",1,1,1,1,0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"64431","fl6610","fl6610-2",1,1,0,0,0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"88411","fl6610","fl6610-3",1,1,0,0,1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"31961","fl6610","fl6610-4",0,1,1,1,1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"7792","fl6610","fl6610-5",0,1,0,1,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"9655","fl6610","fl6610-6",0,0,1,0,0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"7588","fl6610","fl6610-7",1,0,1,0,1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"61351","fl6611","fl6611-1",0,0,1,0,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"7774","fl6611","fl6611-2",0,0,0,1,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"578310","fl6611","fl6611-3",1,0,0,0,0,0,1,0,0,1,"Haspel-ok","Not Haspel-ok"
"66461","fl6611","fl6611-4",1,1,1,0,1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"2967","fl6612","fl6612-1",1,1,1,0,0,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"5063","fl6612","fl6612-2",1,0,0,1,1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"2627","fl6612","fl6612-3",1,0,1,0,0,0,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"6205","fl6612","fl6612-4",1,1,0,1,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"9707","fl6612","fl6612-5",1,0,0,1,0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"31011","fl6613","fl6613-1",1,0,1,0,1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"7034","fl6613","fl6613-2",0,1,1,1,1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"67571","fl6613","fl6613-3",0,1,0,0,0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"31710","fl6613","fl6613-4",0,0,1,1,1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"71461","fl6614","fl6614-1",1,0,0,1,0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"8086","fl6614","fl6614-2",1,1,1,0,0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"1992","fl6614","fl6614-3",0,1,1,0,0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"1206","fl6614","fl6614-4",1,1,1,0,1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"9859","fl6615","fl6615-1",0,0,0,1,1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"1704","fl6615","fl6615-2",1,0,0,1,0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"7664","fl6615","fl6615-3",1,0,1,1,1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"8004","fl6615","fl6615-4",1,1,1,1,1,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"10120","fl6615","fl6615-5",0,0,1,0,0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"833310","fl6615","fl6615-6",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Not Haspel-ok"
"5346","fl6615","fl6615-7",1,0,1,0,1,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"7819","fl6616","fl6616-1",1,0,1,1,0,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"62110","fl6616","fl6616-2",0,0,1,1,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"6266","fl6616","fl6616-3",1,0,0,0,1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"41951","fl6616","fl6616-4",0,1,0,0,0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"71611","fl6616","fl6616-5",1,1,0,1,0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"5064","fl6616","fl6616-6",1,0,0,1,1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"8428","fl6617","fl6617-1",1,1,0,0,1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"1021810","fl6617","fl6617-2",0,0,1,1,1,1,1,1,1,1,"Haspel-ok","Not Haspel-ok"
"9306","fl6617","fl6617-3",1,0,0,0,0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"1465","fl6617","fl6617-4",1,0,0,0,1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"7987","fl6617","fl6617-5",1,0,1,1,1,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"3682","fl6617","fl6617-6",1,1,1,1,0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"1095","fl6618","fl6618-1",0,0,1,1,0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"5520","fl6618","fl6618-2",0,1,1,0,1,1,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"62111","fl6618","fl6618-3",0,0,1,1,0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"1935","fl6618","fl6618-4",0,0,0,0,0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"21112","fl6618","fl6618-5",0,1,0,0,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"1566","fl6618","fl6618-6",1,1,0,1,1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"837710","fl6619","fl6619-1",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Not Haspel-ok"
"175710","fl6619","fl6619-2",0,1,1,1,0,1,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"759189","fl6619","fl6619-3",0,1,1,0,1,1,1,1,0,1,"Haspel-ok","Not Haspel-ok"
"41771","fl6620","fl6620-1",0,0,0,0,0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"81810","fl6620","fl6620-2",1,0,0,0,1,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"51611","fl6620","fl6620-3",1,1,0,0,0,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"5985","fl6621","fl6621-1",1,0,1,0,1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"6077","fl6622","fl6622-1",0,1,1,1,1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"38110","fl6622","fl6622-2",0,0,1,1,1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"8706","fl6622","fl6622-3",1,0,1,0,0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"2306","fl6622","fl6622-4",1,0,1,0,0,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"11010","fl6622","fl6622-5",1,0,1,1,0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"2546","fl6622","fl6622-6",1,0,1,1,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"7805","fl6623","fl6623-1",1,1,0,1,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"81241","fl6624","fl6624-1",1,1,0,1,0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"5406","fl6625","fl6625-1",1,1,0,1,1,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"57641","fl6626","fl6626-1",1,1,1,1,1,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"8868","fl6626","fl6626-2",1,0,1,0,1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"1168","fl6626","fl6626-3",1,1,0,0,1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"8994","fl6626","fl6626-4",0,1,0,0,0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"241410","fl6626","fl6626-5",1,1,1,0,1,0,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"3566","fl6626","fl6626-6",1,1,0,0,0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"3957","fl6627","fl6627-1",0,1,0,1,0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"41461","fl6627","fl6627-2",1,0,1,1,1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"1117","fl6627","fl6627-3",0,1,1,1,0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"8485","fl6627","fl6627-4",1,1,1,1,0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"7775","fl6627","fl6627-5",0,0,0,1,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"99113","fl6628","fl6628-1",0,1,1,1,1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"7545","fl6628","fl6628-2",1,0,0,0,1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"9937","fl6629","fl6629-1",0,0,0,0,0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"4267","fl6629","fl6629-2",1,0,0,1,0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"4574","fl6629","fl6629-3",0,0,0,1,0,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"75210","fl6629","fl6629-4",1,1,1,1,0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"7793","fl6629","fl6629-5",0,1,0,1,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"8044","fl6629","fl6629-6",1,1,0,0,0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"9564","fl6630","fl6630-1",1,1,0,1,1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"8569","fl6630","fl6630-2",1,1,1,0,1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"1602","fl6631","fl6631-1",1,1,1,1,1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"82310","fl6631","fl6631-2",0,1,1,0,1,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"8019","fl6631","fl6631-3",1,1,1,1,0,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"65371","fl6631","fl6631-4",0,0,1,1,0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"8586","fl6631","fl6631-5",1,0,0,1,1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"2326","fl6632","fl6632-1",1,1,1,0,0,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"1015310","fl6632","fl6632-2",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Not Haspel-ok"
"1178","fl6632","fl6632-3",0,0,1,0,1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"8045","fl6632","fl6632-4",1,1,0,0,0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"2221","fl6632","fl6632-5",1,0,1,1,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"4426","fl6633","fl6633-1",1,0,0,1,1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"9127","fl6633","fl6633-2",1,1,1,1,0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"4464","fl6633","fl6633-3",1,0,1,1,1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"7626","fl6634","fl6634-1",1,0,0,1,1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"64651","fl6634","fl6634-2",1,0,1,0,0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"8854","fl6634","fl6634-3",0,0,1,0,1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"9187","fl6634","fl6634-4",1,0,1,0,1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"637710","fl6634","fl6634-5",0,0,1,1,1,1,1,0,0,1,"Haspel-ok","Not Haspel-ok"
"6220","fl6634","fl6634-6",1,0,1,1,1,1,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"9967","fl6635","fl6635-1",1,1,0,0,0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"1015410","fl6635","fl6635-2",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Not Haspel-ok"
"1110","fl6635","fl6635-3",0,1,0,1,0,0,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"6039","fl6636","fl6636-1",0,1,0,1,1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"8876","fl6636","fl6636-2",0,1,1,0,1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"5305","fl6637","fl6637-1",1,0,0,0,1,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"15111","fl6637","fl6637-2",0,1,1,0,1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"18710","fl6637","fl6637-3",0,1,0,1,1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"4534","fl6637","fl6637-4",0,0,1,0,0,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"72461","fl6637","fl6637-5",1,1,0,0,1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"3439","fl6637","fl6637-6",0,1,1,0,1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"1207","fl6638","fl6638-1",1,1,1,0,1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"55612","fl6639","fl6639-1",1,1,0,1,0,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"2968","fl6639","fl6639-2",1,1,1,0,0,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"8493","fl6639","fl6639-3",0,0,0,0,1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"7979","fl6639","fl6639-4",0,0,1,1,1,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"88910","fl6640","fl6640-1",0,0,0,1,1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"9008","fl6640","fl6640-2",1,1,0,0,0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"42241","fl6641","fl6641-1",1,0,1,0,0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"98110","fl6642","fl6642-1",0,0,1,0,1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"5377","fl6642","fl6642-2",0,0,0,1,1,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"4385","fl6642","fl6642-3",1,0,1,0,1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"9038","fl6642","fl6642-4",0,1,1,0,0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"30914","fl6642","fl6642-5",0,0,1,0,1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"6258","fl6643","fl6643-1",0,0,0,0,1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"98510","fl6644","fl6644-1",0,0,0,1,1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"83012","fl6644","fl6644-2",1,0,1,1,1,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"9968","fl6644","fl6644-3",1,1,0,0,0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"711111","fl6645","fl6645-1",0,1,1,0,0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"9834","fl6646","fl6646-1",0,1,1,0,1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"833410","fl6646","fl6646-2",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Not Haspel-ok"
"7767","fl6646","fl6646-3",1,1,1,0,0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"67991","fl6646","fl6646-4",0,1,1,0,0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"5453","fl6646","fl6646-5",0,0,0,0,0,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"2097","fl6647","fl6647-1",0,0,0,0,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"8647","fl6648","fl6648-1",1,1,1,1,1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"2427","fl6648","fl6648-2",1,0,0,0,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"9724","fl6649","fl6649-1",1,1,0,1,0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"2406","fl6650","fl6650-1",1,1,1,1,0,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"49912","fl6650","fl6650-2",0,1,0,0,1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"441810","fl6650","fl6650-3",1,1,0,1,0,1,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"3923","fl6651","fl6651-1",0,1,1,0,0,1,0,0,0,0,"Haspel-notok","Not Haspel-ok"
"81913","fl6651","fl6651-2",0,1,0,0,1,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"4368","fl6651","fl6651-3",1,1,0,0,1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"1745","fl6652","fl6652-1",1,0,1,1,0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"3557","fl6652","fl6652-2",0,1,0,0,0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"1021910","fl6652","fl6652-3",0,0,1,1,1,1,1,1,1,1,"Haspel-ok","Not Haspel-ok"
"3067","fl6653","fl6653-1",1,0,0,0,1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"21771","fl6653","fl6653-2",0,0,0,1,1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"2428","fl6653","fl6653-3",1,0,0,0,1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"7477","fl6653","fl6653-4",0,1,0,1,0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"8020","fl6654","fl6654-1",1,1,1,1,0,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"3856","fl6654","fl6654-2",0,0,0,0,0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
