"LANG","ITEM","skflavor","suflavor","nsflavor","npiflavor","fciflavor","nqflavor","type"
"fl3932","fl3932-3",1,1,1,0,0,0,"artificial"
"fl3932","fl3932-4",0,0,1,0,0,0,"artificial"
"fl3932","fl3932-5",0,0,1,1,0,1,"artificial"
"fl3933","fl3933-1",0,1,0,1,0,0,"artificial"
"fl3933","fl3933-2",1,0,1,0,1,1,"artificial"
"fl3933","fl3933-3",0,0,1,0,0,0,"artificial"
"fl3933","fl3933-4",1,0,0,0,1,1,"artificial"
"fl3934","fl3934-1",0,1,0,1,1,1,"artificial"
"fl3935","fl3935-1",0,0,0,1,0,1,"artificial"
"fl3935","fl3935-2",0,0,0,0,0,1,"artificial"
"fl3935","fl3935-3",1,0,1,0,0,0,"artificial"
"fl3936","fl3936-1",1,0,1,1,1,0,"artificial"
"fl3936","fl3936-2",1,1,1,1,0,0,"artificial"
"fl3936","fl3936-3",0,0,1,1,1,0,"artificial"
"fl3936","fl3936-4",1,0,1,0,1,1,"artificial"
"fl3936","fl3936-5",1,0,1,0,0,1,"artificial"
"fl3937","fl3937-1",0,0,0,0,0,1,"artificial"
"fl3937","fl3937-2",0,0,0,0,1,0,"artificial"
"fl3938","fl3938-1",0,1,0,0,0,1,"artificial"
"fl3938","fl3938-2",1,0,0,1,0,0,"artificial"
"fl3938","fl3938-3",1,1,0,0,1,0,"artificial"
"fl3938","fl3938-4",1,0,0,1,0,0,"artificial"
"fl3938","fl3938-5",0,1,0,0,1,1,"artificial"
"fl3938","fl3938-6",0,0,0,1,0,0,"artificial"
"fl3939","fl3939-1",1,1,0,1,1,0,"artificial"
"fl3940","fl3940-1",1,0,1,0,1,0,"artificial"
"fl3940","fl3940-2",1,0,0,0,0,1,"artificial"
"fl3940","fl3940-3",1,0,0,1,0,0,"artificial"
"fl3940","fl3940-4",1,0,0,0,0,0,"artificial"
"fl3941","fl3941-1",0,0,1,0,1,0,"artificial"
"fl3941","fl3941-2",0,0,0,1,0,0,"artificial"
"fl3941","fl3941-3",0,1,1,1,1,1,"artificial"
"fl3941","fl3941-4",0,1,1,1,0,1,"artificial"
"fl3942","fl3942-1",1,1,1,1,0,1,"artificial"
"fl3942","fl3942-2",0,0,0,1,1,1,"artificial"
"fl3942","fl3942-3",0,0,0,1,0,1,"artificial"
"fl3942","fl3942-4",0,0,1,1,0,0,"artificial"
"fl3942","fl3942-5",1,0,1,0,1,1,"artificial"
"fl3942","fl3942-6",0,1,1,0,0,1,"artificial"
"fl3943","fl3943-1",0,1,1,1,1,0,"artificial"
"fl3943","fl3943-2",0,0,0,1,1,1,"artificial"
"fl3944","fl3944-1",0,0,1,1,1,0,"artificial"
"fl3944","fl3944-2",1,1,1,1,0,1,"artificial"
"fl3944","fl3944-3",0,1,0,0,0,1,"artificial"
"fl3944","fl3944-4",1,0,1,1,0,1,"artificial"
"fl3944","fl3944-5",1,0,1,1,1,0,"artificial"
"fl3944","fl3944-6",0,1,1,0,0,1,"artificial"
"fl3945","fl3945-1",1,0,1,0,1,0,"artificial"
"fl3945","fl3945-2",0,0,1,1,1,0,"artificial"
"fl3945","fl3945-3",1,0,0,0,1,1,"artificial"
"fl3946","fl3946-1",1,1,1,0,1,0,"artificial"
"fl3946","fl3946-2",0,1,1,1,0,0,"artificial"
"fl3946","fl3946-3",0,0,0,1,1,1,"artificial"
"fl3946","fl3946-4",0,0,0,0,1,0,"artificial"
"fl3946","fl3946-5",0,1,0,1,0,1,"artificial"
"fl3946","fl3946-6",0,1,1,1,0,0,"artificial"
"fl3946","fl3946-7",1,0,1,1,1,1,"artificial"
"fl3947","fl3947-1",1,1,1,0,1,0,"artificial"
"fl3947","fl3947-2",0,1,0,0,0,0,"artificial"
"fl3948","fl3948-1",0,0,1,1,0,1,"artificial"
"fl3948","fl3948-2",0,0,0,0,0,1,"artificial"
"fl3948","fl3948-3",0,0,0,1,1,1,"artificial"
"fl3948","fl3948-4",0,1,1,1,1,1,"artificial"
"fl3948","fl3948-5",1,1,0,1,1,1,"artificial"
"fl3948","fl3948-6",0,1,1,0,0,0,"artificial"
"fl3948","fl3948-7",0,0,1,0,0,0,"artificial"
"fl3949","fl3949-1",1,1,0,1,1,0,"artificial"
"fl3949","fl3949-2",1,0,1,1,0,0,"artificial"
"fl3949","fl3949-3",1,1,1,1,1,0,"artificial"
"fl3949","fl3949-4",0,1,1,0,1,1,"artificial"
"fl3949","fl3949-5",1,0,1,1,1,1,"artificial"
"fl3949","fl3949-6",0,1,0,0,1,0,"artificial"
"fl3949","fl3949-7",0,1,0,1,0,1,"artificial"
"fl3950","fl3950-1",0,0,1,0,0,0,"artificial"
"fl3950","fl3950-2",0,1,0,1,1,1,"artificial"
"fl3950","fl3950-3",0,1,0,0,1,1,"artificial"
"fl3950","fl3950-4",0,1,0,1,1,0,"artificial"
"fl3950","fl3950-5",0,1,0,1,0,1,"artificial"
"fl3950","fl3950-6",1,1,1,0,0,0,"artificial"
"fl3951","fl3951-1",0,0,0,1,0,0,"artificial"
"fl3952","fl3952-1",1,0,1,1,0,0,"artificial"
"fl3952","fl3952-2",1,1,0,0,0,1,"artificial"
"fl3953","fl3953-1",0,1,1,0,0,0,"artificial"
"fl3953","fl3953-2",1,1,0,1,1,1,"artificial"
"fl3953","fl3953-3",1,1,1,1,1,0,"artificial"
"fl3954","fl3954-1",1,0,1,1,1,1,"artificial"
"fl3954","fl3954-2",0,0,0,0,1,0,"artificial"
"fl3954","fl3954-3",0,0,1,1,1,0,"artificial"
"fl3955","fl3955-1",0,0,0,1,0,0,"artificial"
"fl3955","fl3955-2",0,0,1,1,0,1,"artificial"
"fl3955","fl3955-3",1,1,0,0,0,1,"artificial"
"fl3955","fl3955-4",0,0,0,1,1,0,"artificial"
"fl3956","fl3956-1",1,1,1,1,0,1,"artificial"
"fl3956","fl3956-2",1,1,0,0,1,0,"artificial"
"fl3956","fl3956-3",0,0,1,0,0,1,"artificial"
"fl3956","fl3956-4",1,0,0,0,0,1,"artificial"
"fl3957","fl3957-1",0,0,0,1,1,0,"artificial"
"fl3957","fl3957-2",1,1,1,0,0,0,"artificial"
"fl3957","fl3957-3",0,1,0,1,0,1,"artificial"
"fl3957","fl3957-4",0,1,1,0,0,1,"artificial"
"fl3957","fl3957-5",1,1,0,1,0,0,"artificial"
"fl3957","fl3957-6",1,0,0,1,0,0,"artificial"
"fl3958","fl3958-1",1,1,0,0,1,0,"artificial"
"fl3958","fl3958-2",0,1,1,0,1,1,"artificial"
"fl3958","fl3958-3",1,1,0,1,0,0,"artificial"
"fl3958","fl3958-4",0,0,1,1,0,1,"artificial"
"fl3959","fl3959-1",0,1,0,0,1,0,"artificial"
"fl3960","fl3960-1",1,1,1,0,0,1,"artificial"
"fl3960","fl3960-2",0,1,0,0,1,0,"artificial"
"fl3960","fl3960-3",1,0,0,0,1,0,"artificial"
"fl3960","fl3960-4",1,1,0,0,1,1,"artificial"
"fl3960","fl3960-5",0,1,0,1,1,1,"artificial"
"fl3960","fl3960-6",0,1,1,0,1,1,"artificial"
"fl3960","fl3960-7",1,1,1,1,0,1,"artificial"
"fl3961","fl3961-1",1,1,1,1,1,1,"artificial"
"fl3961","fl3961-2",1,1,1,1,1,1,"artificial"
"fl3961","fl3961-3",1,1,1,1,1,1,"artificial"
"fl3962","fl3962-1",1,1,1,0,0,0,"artificial"
"fl3962","fl3962-2",1,1,1,0,0,0,"artificial"
"fl3963","fl3963-1",1,0,1,0,1,1,"artificial"
"fl3963","fl3963-2",1,0,1,0,0,0,"artificial"
"fl3964","fl3964-1",1,0,0,0,0,0,"artificial"
"fl3964","fl3964-2",1,1,0,0,0,0,"artificial"
"fl3965","fl3965-1",0,1,1,1,0,1,"artificial"
"fl3965","fl3965-2",1,0,1,0,0,0,"artificial"
"fl3966","fl3966-1",1,1,1,1,0,1,"artificial"
"fl3966","fl3966-2",1,1,0,0,0,1,"artificial"
"fl3966","fl3966-3",0,1,1,1,1,0,"artificial"
"fl3966","fl3966-4",0,1,0,0,1,0,"artificial"
"fl3966","fl3966-5",1,1,1,0,0,1,"artificial"
"fl3966","fl3966-6",1,1,1,0,0,1,"artificial"
"fl3967","fl3967-1",1,0,0,1,0,1,"artificial"
"fl3967","fl3967-2",1,0,0,0,0,1,"artificial"
"fl3967","fl3967-3",0,1,0,0,1,1,"artificial"
"fl3967","fl3967-4",1,1,0,1,0,0,"artificial"
"fl3967","fl3967-5",0,1,1,1,0,1,"artificial"
"fl3967","fl3967-6",0,1,1,1,1,0,"artificial"
"fl3968","fl3968-1",1,0,0,1,1,0,"artificial"
"fl3968","fl3968-2",1,0,0,0,1,1,"artificial"
"fl3968","fl3968-3",1,0,0,0,1,0,"artificial"
"fl3968","fl3968-4",0,0,1,0,1,1,"artificial"
"fl3969","fl3969-1",0,1,1,1,0,0,"artificial"
"fl3969","fl3969-2",0,0,1,0,1,1,"artificial"
"fl3969","fl3969-3",1,0,0,1,0,0,"artificial"
"fl3969","fl3969-4",1,0,0,0,0,1,"artificial"
"fl3969","fl3969-5",1,0,1,1,0,0,"artificial"
"fl3969","fl3969-6",1,1,0,1,1,1,"artificial"
"fl3969","fl3969-7",1,0,1,0,1,1,"artificial"
"fl3970","fl3970-1",1,0,0,0,1,1,"artificial"
"fl3970","fl3970-2",1,1,1,1,1,0,"artificial"
"fl3970","fl3970-3",0,0,0,0,0,1,"artificial"
"fl3970","fl3970-4",1,1,1,1,0,0,"artificial"
"fl3970","fl3970-5",1,1,0,0,0,0,"artificial"
"fl3970","fl3970-6",1,1,1,1,1,0,"artificial"
"fl3971","fl3971-1",0,0,1,0,0,0,"artificial"
"fl3971","fl3971-2",0,1,1,0,1,1,"artificial"
"fl3971","fl3971-3",0,0,1,1,0,1,"artificial"
"fl3972","fl3972-1",0,0,1,1,1,1,"artificial"
"fl3972","fl3972-2",0,0,1,1,0,1,"artificial"
"fl3973","fl3973-1",1,0,0,1,0,0,"artificial"
"fl3973","fl3973-2",0,1,0,0,0,1,"artificial"
"fl3973","fl3973-3",1,1,1,1,1,0,"artificial"
"fl3973","fl3973-4",1,0,0,0,1,1,"artificial"
"fl3973","fl3973-5",1,0,0,1,0,0,"artificial"
"fl3973","fl3973-6",1,0,0,1,1,0,"artificial"
"fl3973","fl3973-7",1,0,1,1,0,0,"artificial"
"fl3974","fl3974-1",1,0,1,0,0,1,"artificial"
"fl3974","fl3974-2",1,1,0,1,1,0,"artificial"
"fl3974","fl3974-3",0,0,0,0,1,1,"artificial"
"fl3974","fl3974-4",0,0,1,1,0,0,"artificial"
"fl3974","fl3974-5",0,1,0,1,0,1,"artificial"
"fl3974","fl3974-6",1,1,1,1,1,0,"artificial"
"fl3974","fl3974-7",0,0,1,0,0,0,"artificial"
"fl3975","fl3975-1",0,0,1,0,0,0,"artificial"
"fl3975","fl3975-2",1,0,1,0,0,1,"artificial"
"fl3976","fl3976-1",1,1,1,1,1,1,"artificial"
"fl3977","fl3977-1",0,1,1,0,0,1,"artificial"
"fl3977","fl3977-2",0,0,1,1,0,1,"artificial"
"fl3977","fl3977-3",0,0,0,0,1,1,"artificial"
"fl3977","fl3977-4",0,1,1,1,1,1,"artificial"
"fl3977","fl3977-5",0,0,1,1,0,0,"artificial"
"fl3977","fl3977-6",0,1,0,0,0,1,"artificial"
"fl3977","fl3977-7",1,0,0,1,1,1,"artificial"
"fl3978","fl3978-1",1,0,1,0,0,0,"artificial"
"fl3978","fl3978-2",1,0,1,1,0,1,"artificial"
"fl3978","fl3978-3",1,1,0,1,1,1,"artificial"
"fl3978","fl3978-4",1,0,1,0,0,0,"artificial"
"fl3979","fl3979-1",1,0,0,0,0,0,"artificial"
"fl3979","fl3979-2",1,0,1,0,0,0,"artificial"
"fl3979","fl3979-3",0,1,0,1,1,1,"artificial"
"fl3979","fl3979-4",0,0,0,0,0,1,"artificial"
"fl3980","fl3980-1",0,1,1,0,1,0,"artificial"
"fl3980","fl3980-2",1,0,1,1,0,1,"artificial"
"fl3981","fl3981-1",1,1,1,0,1,0,"artificial"
"fl3981","fl3981-2",1,1,1,0,0,0,"artificial"
"fl3981","fl3981-3",1,1,1,1,1,0,"artificial"
"fl3981","fl3981-4",1,1,0,1,0,0,"artificial"
"fl3982","fl3982-1",1,1,0,0,0,1,"artificial"
"fl3982","fl3982-2",1,1,0,0,0,1,"artificial"
"fl3983","fl3983-1",1,1,1,0,0,0,"artificial"
"fl3983","fl3983-2",0,1,1,1,1,1,"artificial"
"fl3983","fl3983-3",0,1,0,0,1,1,"artificial"
"fl3983","fl3983-4",0,0,1,1,1,1,"artificial"
"fl3983","fl3983-5",0,1,1,0,0,0,"artificial"
"fl3983","fl3983-6",1,0,1,1,1,1,"artificial"
"fl3984","fl3984-1",0,1,1,0,1,1,"artificial"
"fl3984","fl3984-2",1,0,1,0,1,1,"artificial"
"fl3984","fl3984-3",0,0,1,0,1,1,"artificial"
"fl3984","fl3984-4",1,0,0,1,0,1,"artificial"
"fl3985","fl3985-1",1,1,1,1,1,1,"artificial"
"fl3986","fl3986-1",1,0,1,0,0,1,"artificial"
"fl3986","fl3986-2",1,0,0,1,0,1,"artificial"
"fl3986","fl3986-3",0,1,1,0,1,1,"artificial"
"fl3986","fl3986-4",1,0,0,1,1,1,"artificial"
"fl3986","fl3986-5",0,0,0,1,1,1,"artificial"
"fl3987","fl3987-1",0,0,0,0,1,1,"artificial"
"fl3987","fl3987-2",0,0,1,1,0,0,"artificial"
"fl3987","fl3987-3",0,1,1,0,1,1,"artificial"
"fl3987","fl3987-4",1,0,1,1,0,1,"artificial"
"fl3988","fl3988-1",1,0,0,0,1,0,"artificial"
"fl3988","fl3988-2",0,0,1,0,0,0,"artificial"
"fl3988","fl3988-3",0,1,0,1,1,0,"artificial"
"fl3988","fl3988-4",1,0,1,1,0,1,"artificial"
"fl3989","fl3989-1",0,1,1,0,0,1,"artificial"
"fl3989","fl3989-2",1,1,1,0,1,0,"artificial"
"fl3989","fl3989-3",1,0,0,1,1,1,"artificial"
"fl3989","fl3989-4",1,0,0,1,1,0,"artificial"
"fl3989","fl3989-5",1,1,1,1,0,0,"artificial"
"fl3989","fl3989-6",0,1,1,1,0,0,"artificial"
"fl3990","fl3990-1",0,0,1,1,0,0,"artificial"
"fl3991","fl3991-1",1,1,1,1,0,1,"artificial"
"fl3991","fl3991-2",0,1,0,0,0,1,"artificial"
"fl3991","fl3991-3",0,0,0,1,0,1,"artificial"
"fl3992","fl3992-1",1,1,1,1,1,1,"artificial"
"fl3992","fl3992-2",0,0,1,1,0,0,"artificial"
"fl3992","fl3992-3",0,0,0,1,1,1,"artificial"
"fl3992","fl3992-4",0,0,0,0,1,1,"artificial"
"fl3992","fl3992-5",1,0,1,1,1,1,"artificial"
"fl3993","fl3993-1",0,0,0,1,0,1,"artificial"
"fl3993","fl3993-2",0,0,0,1,1,0,"artificial"
"fl3993","fl3993-3",0,1,0,0,0,0,"artificial"
"fl3993","fl3993-4",0,1,0,1,1,0,"artificial"
"fl3993","fl3993-5",0,1,1,0,0,0,"artificial"
"fl3993","fl3993-6",0,1,0,1,0,0,"artificial"
"fl3993","fl3993-7",0,1,0,0,0,0,"artificial"
"fl3994","fl3994-1",0,0,0,0,1,1,"artificial"
"fl3994","fl3994-2",0,1,0,1,1,0,"artificial"
"fl3994","fl3994-3",1,1,1,1,1,0,"artificial"
"fl3995","fl3995-1",0,1,1,0,1,0,"artificial"
"fl3995","fl3995-2",0,1,0,1,0,0,"artificial"
"fl3995","fl3995-3",1,1,0,0,1,0,"artificial"
"fl3995","fl3995-4",0,1,1,0,1,0,"artificial"
"fl3995","fl3995-5",1,0,0,1,1,1,"artificial"
"fl3995","fl3995-6",0,0,1,0,0,0,"artificial"
"fl3996","fl3996-1",0,1,1,0,0,1,"artificial"
"fl3996","fl3996-2",0,0,1,0,1,0,"artificial"
"fl3996","fl3996-3",0,1,1,0,0,0,"artificial"
"fl3996","fl3996-4",0,1,0,1,0,1,"artificial"
"fl3996","fl3996-5",0,0,0,0,1,1,"artificial"
"fl3997","fl3997-1",1,0,1,0,1,1,"artificial"
"fl3997","fl3997-2",0,1,0,1,0,1,"artificial"
"fl3997","fl3997-3",0,1,0,0,1,0,"artificial"
"fl3997","fl3997-4",0,0,0,0,1,1,"artificial"
"fl3997","fl3997-5",0,0,1,1,0,0,"artificial"
"fl3997","fl3997-6",1,1,0,0,1,1,"artificial"
"fl3997","fl3997-7",1,0,1,1,1,0,"artificial"
"fl3998","fl3998-1",1,1,1,1,0,0,"artificial"
"fl3998","fl3998-2",1,1,1,0,0,0,"artificial"
"fl3998","fl3998-3",1,1,0,1,1,1,"artificial"
"fl3998","fl3998-4",0,1,1,1,1,0,"artificial"
"fl3998","fl3998-5",1,0,1,0,1,0,"artificial"
"fl3998","fl3998-6",1,1,1,0,1,1,"artificial"
"fl3999","fl3999-1",0,1,1,1,1,1,"artificial"
"fl4000","fl4000-1",0,1,1,1,0,1,"artificial"
"fl4000","fl4000-2",1,1,0,0,0,0,"artificial"
"fl4000","fl4000-3",1,0,1,1,0,1,"artificial"
"fl4000","fl4000-4",0,0,0,0,1,1,"artificial"
"fl4000","fl4000-5",1,1,0,1,0,1,"artificial"
"fl4000","fl4000-6",0,0,1,1,0,1,"artificial"
"fl4000","fl4000-7",0,0,0,0,1,1,"artificial"
"fl4001","fl4001-1",0,0,0,0,1,1,"artificial"
"fl4001","fl4001-2",0,0,1,1,1,0,"artificial"
"fl4001","fl4001-3",0,0,0,0,1,1,"artificial"
"fl4001","fl4001-4",0,0,1,0,0,1,"artificial"
"fl4001","fl4001-5",0,1,1,0,0,0,"artificial"
"fl4002","fl4002-1",0,0,0,1,1,1,"artificial"
"fl4002","fl4002-2",0,1,1,0,0,0,"artificial"
"fl4002","fl4002-3",0,0,1,1,1,1,"artificial"
"fl4003","fl4003-1",1,1,1,1,1,0,"artificial"
"fl4004","fl4004-1",0,0,1,1,1,0,"artificial"
"fl4005","fl4005-1",1,1,1,0,0,0,"artificial"
"fl4005","fl4005-2",1,0,0,0,1,1,"artificial"
"fl4005","fl4005-3",1,1,1,1,0,0,"artificial"
"fl4005","fl4005-4",1,0,1,1,1,1,"artificial"
"fl4005","fl4005-5",0,1,1,1,1,0,"artificial"
"fl4005","fl4005-6",0,0,0,1,0,0,"artificial"
"fl4006","fl4006-1",1,0,0,0,0,0,"artificial"
"fl4006","fl4006-2",1,0,0,0,1,0,"artificial"
"fl4006","fl4006-3",0,0,1,1,1,1,"artificial"
"fl4006","fl4006-4",1,1,0,1,0,0,"artificial"
"fl4007","fl4007-1",1,0,1,0,0,1,"artificial"
"fl4008","fl4008-1",0,0,1,0,0,0,"artificial"
"fl4008","fl4008-2",1,0,1,0,1,0,"artificial"
"fl4008","fl4008-3",0,1,0,1,0,0,"artificial"
"fl4008","fl4008-4",1,1,0,0,0,0,"artificial"
"fl4008","fl4008-5",0,0,1,1,0,0,"artificial"
"fl4009","fl4009-1",0,1,1,0,1,0,"artificial"
"fl4009","fl4009-2",0,1,0,0,0,0,"artificial"
"fl4009","fl4009-3",0,1,0,1,1,0,"artificial"
"fl4010","fl4010-1",0,1,0,0,0,0,"artificial"
"fl4010","fl4010-2",0,0,1,0,1,0,"artificial"
"fl4011","fl4011-1",0,0,1,1,0,1,"artificial"
"fl4011","fl4011-2",1,1,0,0,1,1,"artificial"
"fl4011","fl4011-3",0,1,0,1,0,0,"artificial"
"fl4011","fl4011-4",1,1,0,1,1,1,"artificial"
"fl4011","fl4011-5",1,0,1,0,1,0,"artificial"
"fl4011","fl4011-6",0,0,0,0,1,0,"artificial"
"fl4012","fl4012-1",1,0,0,1,1,1,"artificial"
"fl4012","fl4012-2",0,1,1,1,0,0,"artificial"
"fl4012","fl4012-3",0,0,1,0,0,1,"artificial"
"fl4012","fl4012-4",1,1,0,1,1,1,"artificial"
"fl4012","fl4012-5",0,1,1,0,0,1,"artificial"
"fl4012","fl4012-6",0,1,0,1,1,0,"artificial"
"fl4013","fl4013-1",1,0,0,1,0,0,"artificial"
"fl4013","fl4013-2",1,0,1,0,0,1,"artificial"
"fl4013","fl4013-3",1,1,0,0,0,1,"artificial"
"fl4013","fl4013-4",1,1,0,0,1,0,"artificial"
"fl4013","fl4013-5",0,1,0,0,0,1,"artificial"
"fl4013","fl4013-6",1,0,0,0,0,0,"artificial"
"fl4013","fl4013-7",1,1,1,1,1,0,"artificial"
"fl4014","fl4014-1",0,1,1,0,1,1,"artificial"
"fl4014","fl4014-2",1,0,0,0,1,0,"artificial"
"fl4014","fl4014-3",1,0,0,0,1,1,"artificial"
"fl4015","fl4015-1",0,1,0,1,0,0,"artificial"
"fl4015","fl4015-2",1,0,1,0,0,0,"artificial"
"fl4015","fl4015-3",0,0,1,1,0,0,"artificial"
"fl4016","fl4016-1",1,1,0,1,0,0,"artificial"
"fl4016","fl4016-2",0,1,0,1,1,1,"artificial"
"fl4016","fl4016-3",1,1,0,0,1,0,"artificial"
"fl4016","fl4016-4",0,0,0,1,1,0,"artificial"
"fl4017","fl4017-1",0,0,0,0,1,1,"artificial"
"fl4017","fl4017-2",1,0,1,1,1,1,"artificial"
"fl4017","fl4017-3",1,1,0,0,0,0,"artificial"
"fl4017","fl4017-4",0,0,0,1,0,0,"artificial"
"fl4018","fl4018-1",1,1,1,0,0,1,"artificial"
"fl4018","fl4018-2",0,1,1,0,1,0,"artificial"
"fl4018","fl4018-3",0,0,1,1,0,0,"artificial"
"fl4018","fl4018-4",0,0,0,1,1,1,"artificial"
"fl4018","fl4018-5",1,0,1,1,1,1,"artificial"
"fl4018","fl4018-6",0,1,0,1,1,1,"artificial"
"fl4018","fl4018-7",1,1,1,0,1,0,"artificial"
"fl4019","fl4019-1",0,0,0,1,1,0,"artificial"
"fl4019","fl4019-2",1,0,1,0,1,1,"artificial"
"fl4019","fl4019-3",0,1,1,0,1,1,"artificial"
"fl4019","fl4019-4",1,1,1,1,1,0,"artificial"
"fl4019","fl4019-5",0,0,0,1,1,1,"artificial"
"fl4019","fl4019-6",0,0,1,0,0,0,"artificial"
"fl4019","fl4019-7",1,0,1,0,0,1,"artificial"
"fl4020","fl4020-1",1,1,0,1,0,0,"artificial"
"fl4020","fl4020-2",1,1,0,1,1,0,"artificial"
"fl4020","fl4020-3",0,0,1,0,0,1,"artificial"
"fl4021","fl4021-1",1,0,1,1,1,0,"artificial"
"fl4021","fl4021-2",1,0,1,0,1,1,"artificial"
"fl4021","fl4021-3",1,1,0,1,1,0,"artificial"
"fl4021","fl4021-4",0,1,0,0,0,1,"artificial"
"fl4021","fl4021-5",1,0,0,1,0,1,"artificial"
"fl4021","fl4021-6",1,1,1,0,0,0,"artificial"
"fl4021","fl4021-7",0,0,1,0,1,1,"artificial"
"fl4022","fl4022-1",0,1,1,1,0,0,"artificial"
"fl4022","fl4022-2",0,0,1,1,1,1,"artificial"
"fl4022","fl4022-3",0,0,0,0,1,1,"artificial"
"fl4022","fl4022-4",0,0,0,1,0,1,"artificial"
"fl4023","fl4023-1",0,1,0,1,1,1,"artificial"
"fl4023","fl4023-2",1,0,1,1,1,0,"artificial"
"fl4023","fl4023-3",1,0,1,0,0,1,"artificial"
"fl4023","fl4023-4",1,1,1,0,0,0,"artificial"
"fl4023","fl4023-5",0,1,1,1,1,0,"artificial"
"fl4023","fl4023-6",1,1,1,1,0,0,"artificial"
"fl4023","fl4023-7",0,1,0,1,0,0,"artificial"
"fl4024","fl4024-1",1,1,0,1,0,0,"artificial"
"fl4025","fl4025-1",1,0,0,1,0,1,"artificial"
"fl4025","fl4025-2",1,0,1,0,1,0,"artificial"
"fl4025","fl4025-3",1,1,1,1,0,1,"artificial"
"fl4025","fl4025-4",1,0,1,0,1,0,"artificial"
"fl4026","fl4026-1",1,0,1,0,1,0,"artificial"
"fl4026","fl4026-2",1,1,0,1,1,1,"artificial"
"fl4026","fl4026-3",1,1,0,0,1,0,"artificial"
"fl4026","fl4026-4",1,1,0,1,0,1,"artificial"
"fl4026","fl4026-5",0,1,0,0,1,0,"artificial"
"fl4027","fl4027-1",1,0,0,1,0,0,"artificial"
"fl4028","fl4028-1",1,0,0,0,1,0,"artificial"
"fl4028","fl4028-2",0,0,0,1,1,1,"artificial"
"fl4028","fl4028-3",1,1,1,0,1,1,"artificial"
"fl4028","fl4028-4",1,0,0,0,1,1,"artificial"
"fl4028","fl4028-5",0,1,1,1,0,1,"artificial"
"fl4029","fl4029-1",1,1,1,1,0,1,"artificial"
"fl4029","fl4029-2",1,1,0,0,1,0,"artificial"
"fl4029","fl4029-3",0,1,1,0,0,1,"artificial"
"fl4029","fl4029-4",1,1,0,0,0,0,"artificial"
"fl4029","fl4029-5",1,1,1,0,1,1,"artificial"
"fl4030","fl4030-1",0,0,0,1,0,0,"artificial"
"fl4031","fl4031-1",1,1,0,0,0,0,"artificial"
"fl4031","fl4031-2",1,0,1,1,1,0,"artificial"
"fl4031","fl4031-3",1,1,1,0,0,1,"artificial"
"fl4031","fl4031-4",0,0,0,1,0,0,"artificial"
"fl4031","fl4031-5",0,1,0,1,1,0,"artificial"
"fl4031","fl4031-6",1,1,0,0,0,0,"artificial"
"fl4032","fl4032-1",0,0,1,1,0,1,"artificial"
"fl4032","fl4032-2",1,0,1,0,1,0,"artificial"
"fl4032","fl4032-3",0,1,1,0,0,0,"artificial"
"fl4032","fl4032-4",0,1,0,1,0,0,"artificial"
"fl4032","fl4032-5",1,0,1,0,0,0,"artificial"
"fl4033","fl4033-1",0,1,1,0,0,0,"artificial"
"fl4033","fl4033-2",0,1,0,0,1,1,"artificial"
"fl4033","fl4033-3",0,0,0,0,0,1,"artificial"
"fl4033","fl4033-4",1,0,0,0,0,1,"artificial"
"fl4033","fl4033-5",1,1,0,1,1,0,"artificial"
"fl4033","fl4033-6",0,0,1,1,1,1,"artificial"
"fl4034","fl4034-1",1,0,1,0,0,0,"artificial"
"fl4034","fl4034-2",1,1,1,1,1,1,"artificial"
"fl4034","fl4034-3",0,1,0,0,1,0,"artificial"
"fl4034","fl4034-4",1,1,0,1,1,0,"artificial"
"fl4034","fl4034-5",0,1,1,0,0,0,"artificial"
"fl4034","fl4034-6",0,1,0,1,1,0,"artificial"
"fl4035","fl4035-1",0,1,0,1,1,0,"artificial"
"fl4035","fl4035-2",0,1,0,0,1,0,"artificial"
"fl4035","fl4035-3",0,1,0,1,1,0,"artificial"
"fl4035","fl4035-4",0,1,1,0,1,0,"artificial"
"fl4035","fl4035-5",1,1,0,0,1,1,"artificial"
"fl4035","fl4035-6",0,1,0,0,0,1,"artificial"
"fl4036","fl4036-1",1,1,0,1,1,1,"artificial"
"fl4036","fl4036-2",1,0,1,1,1,0,"artificial"
"fl4036","fl4036-3",1,0,0,1,1,0,"artificial"
"fl4036","fl4036-4",0,0,0,1,0,0,"artificial"
"fl4036","fl4036-5",0,1,1,1,0,1,"artificial"
"fl4036","fl4036-6",0,1,1,1,1,1,"artificial"
"fl4037","fl4037-1",0,0,1,1,1,1,"artificial"
"fl4037","fl4037-2",0,0,1,0,0,1,"artificial"
"fl4037","fl4037-3",1,1,1,1,0,0,"artificial"
"fl4037","fl4037-4",0,1,0,1,0,1,"artificial"
"fl4037","fl4037-5",1,0,0,1,0,0,"artificial"
"fl4038","fl4038-1",0,1,1,0,1,1,"artificial"
"fl4038","fl4038-2",0,1,0,1,0,0,"artificial"
"fl4038","fl4038-3",0,0,1,0,0,0,"artificial"
"fl4038","fl4038-4",0,0,0,1,1,1,"artificial"
"fl4038","fl4038-5",1,0,1,0,0,1,"artificial"
"fl4038","fl4038-6",1,1,0,1,0,0,"artificial"
"fl4039","fl4039-1",1,1,0,0,1,1,"artificial"
"fl4039","fl4039-2",0,1,0,1,0,0,"artificial"
"fl4039","fl4039-3",0,0,0,0,1,1,"artificial"
